Game,Publisher,TotalSales,NASales,PALSales,JPSales,OtherSales,ReleaseDate,LinkToPage
Gradius,Konami,1.36m,0.27m,0.08m,1.00m,0.01m,01st Dec 86,https://www.vgchartz.com/games/game.php?id=12487&region=All
Centipede,Atari,1.36m,1.26m,0.08m,N/A,0.01m,01st Jan 82,https://www.vgchartz.com/games/game.php?id=20198&region=All
Gardening Mama,Majesco,1.36m,0.79m,0.42m,0.01m,0.13m,31st Mar 09,https://www.vgchartz.com/games/game.php?id=31621&region=All
Dead to Rights,Namco,1.36m,0.67m,0.52m,N/A,0.17m,18th Nov 02,https://www.vgchartz.com/games/game.php?id=5005&region=All
Skylanders SWAP Force,Activision,1.36m,0.88m,0.35m,N/A,0.13m,13th Oct 13,https://www.vgchartz.com/games/game.php?id=73002&region=All
Marvel vs. Capcom 3: Fate of Two Worlds,Capcom,1.36m,0.81m,0.28m,0.11m,0.15m,15th Feb 11,https://www.vgchartz.com/games/game.php?id=44739&region=All
FIFA 17,Electronic Arts,1.36m,0.14m,0.98m,0.04m,0.20m,27th Sep 16,https://www.vgchartz.com/games/game.php?id=117270&region=All
Metroid: Other M,Nintendo,1.36m,0.85m,0.28m,0.13m,0.10m,31st Aug 10,https://www.vgchartz.com/games/game.php?id=35086&region=All
Hasbro Family Game Night 2,Electronic Arts,1.36m,0.70m,0.52m,N/A,0.13m,27th Oct 09,https://www.vgchartz.com/games/game.php?id=34463&region=All
MotorStorm: Pacific Rift,Sony Computer Entertainment,1.36m,0.43m,0.66m,0.02m,0.25m,28th Oct 08,https://www.vgchartz.com/games/game.php?id=22061&region=All
WWE '13,THQ,1.35m,0.51m,0.62m,N/A,0.22m,30th Oct 12,https://www.vgchartz.com/games/game.php?id=70837&region=All
Dance Dance Revolution (Japan),Konami,1.35m,N/A,N/A,1.26m,0.09m,10th Apr 99,https://www.vgchartz.com/games/game.php?id=3042&region=All
Madden NFL 98,EA Sports,1.35m,1.29m,0.03m,N/A,0.03m,31st Jul 97,https://www.vgchartz.com/games/game.php?id=6324&region=All
Burnout Paradise,Electronic Arts,1.35m,0.63m,0.57m,0.01m,0.14m,22nd Jan 08,https://www.vgchartz.com/games/game.php?id=13827&region=All
Disney Princess: Enchanted Journey,Disney Interactive Studios,1.35m,1.22m,0.03m,N/A,0.10m,30th Oct 07,https://www.vgchartz.com/games/game.php?id=13704&region=All
FIFA Soccer 08,EA Sports,1.35m,0.20m,0.76m,N/A,0.39m,08th Oct 07,https://www.vgchartz.com/games/game.php?id=7548&region=All
Samurai Warriors,KOEI,1.35m,0.22m,0.05m,1.06m,0.02m,06th May 04,https://www.vgchartz.com/games/game.php?id=4236&region=All
The Simpsons: Hit & Run,VU Games,1.35m,0.70m,0.58m,N/A,0.07m,16th Sep 03,https://www.vgchartz.com/games/game.php?id=6420&region=All
FIFA Soccer 09,EA Sports,1.35m,0.23m,0.73m,0.02m,0.37m,14th Oct 08,https://www.vgchartz.com/games/game.php?id=25802&region=All
SaGa Frontier,Sony Computer Entertainment,1.35m,0.15m,0.04m,1.07m,0.09m,31st Mar 98,https://www.vgchartz.com/games/game.php?id=1961&region=All
Watch Dogs 2,Ubisoft,1.35m,0.71m,0.53m,N/A,0.12m,15th Nov 16,https://www.vgchartz.com/games/game.php?id=86723&region=All
SingStar Party,Sony Computer Entertainment,1.35m,N/A,1.04m,N/A,0.31m,19th Nov 04,https://www.vgchartz.com/games/game.php?id=12721&region=All
FIFA Soccer 08,EA Sports,1.35m,0.31m,0.89m,0.01m,0.14m,09th Oct 07,https://www.vgchartz.com/games/game.php?id=7618&region=All
Monster Hunter Freedom,Capcom,1.34m,0.24m,0.04m,1.03m,0.04m,23rd May 06,https://www.vgchartz.com/games/game.php?id=3836&region=All
Test Drive,Atari,1.34m,0.95m,0.21m,0.01m,0.18m,27th May 02,https://www.vgchartz.com/games/game.php?id=5818&region=All
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,1.34m,0.66m,0.45m,0.04m,0.20m,19th Mar 08,https://www.vgchartz.com/games/game.php?id=14218&region=All
Chrono Trigger,Square Enix,1.34m,0.61m,0.17m,0.49m,0.08m,25th Nov 08,https://www.vgchartz.com/games/game.php?id=24237&region=All
Devil May Cry 4,Capcom,1.34m,0.79m,0.34m,0.08m,0.13m,05th Feb 08,https://www.vgchartz.com/games/game.php?id=7684&region=All
Super Street Fighter IV,Capcom,1.34m,0.68m,0.33m,0.18m,0.15m,27th Apr 10,https://www.vgchartz.com/games/game.php?id=39481&region=All
F1 2010,Codemasters,1.34m,0.25m,0.75m,0.08m,0.26m,21st Sep 10,https://www.vgchartz.com/games/game.php?id=33784&region=All
Mortal Kombat 3,Williams Entertainment,1.34m,1.03m,0.27m,N/A,0.04m,01st Jan 95,https://www.vgchartz.com/games/game.php?id=6357&region=All
Doom 3,Activision,1.34m,0.85m,0.43m,N/A,0.06m,03rd Apr 05,https://www.vgchartz.com/games/game.php?id=6234&region=All
The ICO & Shadow of the Colossus Collection,Sony Computer Entertainment,1.34m,0.67m,0.36m,0.13m,0.18m,27th Sep 11,https://www.vgchartz.com/games/game.php?id=47275&region=All
Donkey Kong Jungle Beat,Nintendo,1.34m,0.84m,0.22m,0.24m,0.04m,14th Mar 05,https://www.vgchartz.com/games/game.php?id=553&region=All
Need for Speed Carbon,Electronic Arts,1.34m,1.22m,0.05m,0.05m,0.01m,31st Oct 06,https://www.vgchartz.com/games/game.php?id=3905&region=All
Battlefield: Bad Company,Electronic Arts,1.34m,0.76m,0.36m,0.05m,0.17m,23rd Jun 08,https://www.vgchartz.com/games/game.php?id=14540&region=All
Command & Conquer: Red Alert 2,Electronic Arts,1.34m,1.32m,0.02m,N/A,N/A,21st Oct 00,https://www.vgchartz.com/games/game.php?id=6212&region=All
Lost Planet: Extreme Condition,Capcom,1.34m,1.09m,0.04m,0.10m,0.10m,12th Jan 07,https://www.vgchartz.com/games/game.php?id=1204&region=All
The Legend of Zelda: Breath of the Wild,Nintendo,1.34m,0.66m,0.42m,0.15m,0.11m,03rd Mar 17,https://www.vgchartz.com/games/game.php?id=84704&region=All
Max Payne 2: The Fall of Max Payne,Rockstar Games,1.34m,0.65m,0.51m,N/A,0.17m,02nd Dec 03,https://www.vgchartz.com/games/game.php?id=5334&region=All
MVP Baseball 2004,Electronic Arts,1.34m,1.10m,0.06m,N/A,0.18m,09th Mar 04,https://www.vgchartz.com/games/game.php?id=5400&region=All
Grand Theft Auto V,Rockstar Games,1.33m,0.48m,0.76m,N/A,0.10m,14th Apr 15,https://www.vgchartz.com/games/game.php?id=83197&region=All
Ratchet & Clank: Up Your Arsenal (Weekly american sales),Sony Computer Entertainment,1.33m,1.27m,0.05m,N/A,0.02m,03rd Nov 04,https://www.vgchartz.com/games/game.php?id=1847&region=All
WWE 2K18,2K Sports,1.33m,0.45m,0.67m,N/A,0.22m,17th Oct 17,https://www.vgchartz.com/games/game.php?id=183846&region=All
Crysis 2,Electronic Arts,1.33m,0.48m,0.57m,0.06m,0.22m,22nd Mar 11,https://www.vgchartz.com/games/game.php?id=35002&region=All
Saints Row IV,Deep Silver,1.33m,0.58m,0.45m,0.09m,0.21m,20th Aug 13,https://www.vgchartz.com/games/game.php?id=71731&region=All
Alan Wake,Microsoft Game Studios,1.33m,0.66m,0.50m,0.05m,0.12m,18th May 10,https://www.vgchartz.com/games/game.php?id=13817&region=All
Spider-Man: The Movie,Activision,1.33m,0.92m,0.35m,0.01m,0.05m,16th Apr 02,https://www.vgchartz.com/games/game.php?id=6432&region=All
The Sims: Bustin' Out,Electronic Arts,1.33m,0.93m,0.35m,N/A,0.06m,02nd Dec 03,https://www.vgchartz.com/games/game.php?id=6483&region=All
Tony Hawk's Pro Skater,Activision,1.33m,0.90m,0.38m,0.01m,0.05m,29th Feb 00,https://www.vgchartz.com/games/game.php?id=6510&region=All
WWF War Zone,Acclaim Entertainment,1.33m,1.08m,0.24m,N/A,0.02m,11th Aug 98,https://www.vgchartz.com/games/game.php?id=2745&region=All
Triple Play 2001,EA Sports,1.33m,0.74m,0.50m,N/A,0.09m,14th Mar 00,https://www.vgchartz.com/games/game.php?id=2534&region=All
Metroid Prime 2: Echoes,Nintendo,1.33m,0.87m,0.35m,0.07m,0.04m,15th Nov 04,https://www.vgchartz.com/games/game.php?id=1340&region=All
Corvette,Global Star Software,1.33m,0.65m,0.51m,N/A,0.17m,09th Mar 04,https://www.vgchartz.com/games/game.php?id=4985&region=All
Grand Theft Auto: Chinatown Wars,Rockstar Games,1.33m,0.58m,0.56m,0.05m,0.14m,17th Mar 09,https://www.vgchartz.com/games/game.php?id=24661&region=All
WWE SmackDown vs Raw 2008,THQ,1.33m,0.62m,0.50m,0.01m,0.20m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12783&region=All
Skylanders Giants,Activision,1.32m,0.76m,0.44m,N/A,0.12m,21st Oct 12,https://www.vgchartz.com/games/game.php?id=71073&region=All
UFC Undisputed 2010,THQ,1.32m,0.90m,0.31m,0.00m,0.11m,25th May 10,https://www.vgchartz.com/games/game.php?id=41761&region=All
Your Shape: Fitness Evolved,Ubisoft,1.32m,0.79m,0.41m,0.00m,0.12m,04th Nov 10,https://www.vgchartz.com/games/game.php?id=45626&region=All
Kirby: Planet Robobot,Nintendo,1.32m,0.41m,0.22m,0.64m,0.06m,10th Jun 16,https://www.vgchartz.com/games/game.php?id=94687&region=All
Fallout 76,Bethesda Softworks,1.32m,0.52m,0.49m,0.10m,0.20m,14th Nov 18,https://www.vgchartz.com/games/game.php?id=222026&region=All
Need for Speed Underground Rivals,Electronic Arts,1.32m,0.69m,0.38m,0.02m,0.24m,14th Mar 05,https://www.vgchartz.com/games/game.php?id=1577&region=All
Gyromite,Nintendo,1.32m,0.73m,0.16m,0.40m,0.03m,18th Oct 85,https://www.vgchartz.com/games/game.php?id=6285&region=All
TOCA 2 Touring Car Championship,Codemasters,1.32m,0.03m,1.16m,0.02m,0.11m,31st Oct 99,https://www.vgchartz.com/games/game.php?id=6500&region=All
Petz Wild Animals: Dolphinz,Ubisoft,1.32m,0.71m,0.48m,N/A,0.13m,16th Oct 07,https://www.vgchartz.com/games/game.php?id=18135&region=All
MAG: Massive Action Game,Sony Computer Entertainment,1.32m,0.77m,0.30m,0.09m,0.16m,26th Jan 10,https://www.vgchartz.com/games/game.php?id=35119&region=All
NFL 2K3,Sega,1.32m,1.06m,0.08m,N/A,0.18m,12th Aug 02,https://www.vgchartz.com/games/game.php?id=5498&region=All
Fighting Force,Eidos Interactive,1.32m,0.73m,0.50m,N/A,0.09m,31st Oct 97,https://www.vgchartz.com/games/game.php?id=745&region=All
Mega Man Battle Network 4: Red Sun / Blue Moon,Capcom,1.32m,0.31m,0.04m,0.96m,0.01m,29th Jun 04,https://www.vgchartz.com/games/game.php?id=6341&region=All
World of Warcraft: Wrath of the Lich King,Blizzard Entertainment,1.32m,0.01m,0.13m,N/A,1.18m,13th Nov 08,https://www.vgchartz.com/games/game.php?id=13834&region=All
Madden NFL 97,EA Sports,1.32m,0.73m,0.50m,N/A,0.09m,31st Aug 96,https://www.vgchartz.com/games/game.php?id=1227&region=All
Rage,Bethesda Softworks,1.32m,0.47m,0.59m,0.06m,0.20m,04th Oct 11,https://www.vgchartz.com/games/game.php?id=25459&region=All
The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,1.32m,0.69m,0.51m,N/A,0.11m,07th Feb 14,https://www.vgchartz.com/games/game.php?id=74477&region=All
TNN Motor Sports Hardcore 4x4,ASC Games,1.31m,0.73m,0.50m,N/A,0.09m,30th Nov 96,https://www.vgchartz.com/games/game.php?id=44438&region=All
FIFA 14,EA Sports,1.31m,0.44m,0.78m,N/A,0.10m,22nd Nov 13,https://www.vgchartz.com/games/game.php?id=72224&region=All
IHRA Drag Racing 2,Bethesda Softworks,1.31m,0.64m,0.50m,N/A,0.17m,09th Dec 02,https://www.vgchartz.com/games/game.php?id=1014&region=All
Namco Museum DS,Namco Bandai,1.31m,1.14m,0.01m,0.06m,0.10m,18th Sep 07,https://www.vgchartz.com/games/game.php?id=7496&region=All
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,1.31m,0.30m,0.78m,0.02m,0.20m,28th Jun 16,https://www.vgchartz.com/games/game.php?id=86457&region=All
Madagascar,Activision,1.31m,0.78m,0.45m,N/A,0.07m,23rd May 05,https://www.vgchartz.com/games/game.php?id=5284&region=All
Pokémon Mystery Dungeon: Gates to Infinity,Nintendo,1.31m,0.44m,0.32m,0.47m,0.07m,24th Mar 13,https://www.vgchartz.com/games/game.php?id=71153&region=All
Rugrats Studio Tour,THQ,1.31m,0.57m,0.67m,N/A,0.07m,10th Nov 99,https://www.vgchartz.com/games/game.php?id=6411&region=All
LEGO Batman: The Videogame,Warner Bros. Interactive,1.31m,0.72m,0.39m,N/A,0.19m,23rd Sep 08,https://www.vgchartz.com/games/game.php?id=13866&region=All
Pitfall II: Lost Caverns,Activision,1.31m,1.22m,0.07m,N/A,0.02m,16th Sep 83,https://www.vgchartz.com/games/game.php?id=19600&region=All
[Prototype],Activision,1.31m,0.84m,0.35m,N/A,0.12m,09th Jun 09,https://www.vgchartz.com/games/game.php?id=13822&region=All
Turok: Evolution,Acclaim Entertainment,1.31m,0.64m,0.50m,N/A,0.17m,31st Aug 02,https://www.vgchartz.com/games/game.php?id=5950&region=All
The Beatles: Rock Band,MTV Games,1.31m,0.97m,0.23m,N/A,0.11m,09th Sep 09,https://www.vgchartz.com/games/game.php?id=31024&region=All
EA Sports UFC 2,EA Sports,1.31m,0.44m,0.65m,N/A,0.21m,15th Mar 16,https://www.vgchartz.com/games/game.php?id=86173&region=All
Burnout 3: Takedown,Electronic Arts,1.31m,0.84m,0.43m,N/A,0.04m,07th Sep 04,https://www.vgchartz.com/games/game.php?id=273&region=All
Adventure,Atari,1.30m,1.21m,0.08m,N/A,0.01m,01st Jan 78,https://www.vgchartz.com/games/game.php?id=19959&region=All
Yu-Gi-Oh! The Sacred Cards,Konami,1.30m,0.94m,0.35m,N/A,0.02m,04th Nov 03,https://www.vgchartz.com/games/game.php?id=15124&region=All
NBA Live 07,EA Sports,1.30m,1.07m,0.04m,0.02m,0.17m,25th Sep 06,https://www.vgchartz.com/games/game.php?id=3900&region=All
Final Fantasy X / X-2 HD Remaster,Square Enix,1.30m,0.43m,0.39m,0.32m,0.16m,18th Mar 14,https://www.vgchartz.com/games/game.php?id=78197&region=All
Tekken 6,Namco Bandai,1.30m,0.71m,0.41m,0.05m,0.13m,27th Oct 09,https://www.vgchartz.com/games/game.php?id=27609&region=All
SingStar '80s,Sony Computer Entertainment,1.30m,0.27m,0.02m,N/A,1.02m,18th Sep 07,https://www.vgchartz.com/games/game.php?id=7497&region=All
Pokémon Ranger: Guardian Signs,Nintendo,1.30m,0.50m,0.17m,0.58m,0.05m,04th Oct 10,https://www.vgchartz.com/games/game.php?id=42606&region=All
LEGO Batman: The Videogame,Warner Bros. Interactive,1.30m,0.57m,0.46m,N/A,0.27m,23rd Sep 08,https://www.vgchartz.com/games/game.php?id=19097&region=All
Romancing SaGa 3,Square,1.30m,N/A,N/A,1.29m,0.01m,11th Nov 95,https://www.vgchartz.com/games/game.php?id=4196&region=All
Test Drive 5,Accolade,1.30m,1.05m,0.20m,N/A,0.05m,30th Sep 98,https://www.vgchartz.com/games/game.php?id=2361&region=All
Assassin's Creed: Rogue,Ubisoft,1.30m,0.46m,0.57m,0.07m,0.20m,11th Nov 14,https://www.vgchartz.com/games/game.php?id=84000&region=All
Sonic Colors,Sega,1.30m,0.69m,0.48m,0.01m,0.12m,16th Nov 10,https://www.vgchartz.com/games/game.php?id=45318&region=All
Digimon World,Bandai,1.30m,0.56m,0.38m,0.28m,0.08m,23rd May 00,https://www.vgchartz.com/games/game.php?id=522&region=All
High School Musical 3: Senior Year DANCE!,Disney Interactive Studios,1.29m,0.67m,0.49m,0.00m,0.13m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=25849&region=All
The Last Guardian,Sony Interactive Entertainment,1.29m,0.40m,0.58m,0.13m,0.19m,06th Dec 16,https://www.vgchartz.com/games/game.php?id=85727&region=All
Deal or No Deal,Zoo Games,1.29m,1.20m,N/A,N/A,0.09m,20th Jan 09,https://www.vgchartz.com/games/game.php?id=24691&region=All
Mega Man Battle Network 3 Blue / White Version,Capcom,1.29m,0.39m,0.02m,0.85m,0.03m,24th Jun 03,https://www.vgchartz.com/games/game.php?id=6340&region=All
Mario & Luigi: Partners in Time,Nintendo,1.29m,0.74m,0.05m,0.43m,0.07m,28th Nov 05,https://www.vgchartz.com/games/game.php?id=1249&region=All
Watch Dogs,Ubisoft,1.29m,0.73m,0.44m,0.01m,0.11m,27th May 14,https://www.vgchartz.com/games/game.php?id=70776&region=All
Resident Evil Zero,Capcom,1.29m,0.54m,0.27m,0.45m,0.04m,12th Nov 02,https://www.vgchartz.com/games/game.php?id=4158&region=All
Dark Souls II,Namco Bandai Games,1.29m,0.38m,0.35m,0.41m,0.15m,07th Apr 15,https://www.vgchartz.com/games/game.php?id=72895&region=All
Pirates of the Caribbean: The Curse of the Black Pearl,TDK Mediactive,1.29m,0.93m,0.34m,N/A,0.02m,01st Jul 03,https://www.vgchartz.com/games/game.php?id=14960&region=All
WWE 2K16,Take-Two Interactive,1.29m,0.43m,0.65m,N/A,0.21m,27th Oct 15,https://www.vgchartz.com/games/game.php?id=85561&region=All
Transformers,Atari,1.29m,0.63m,0.49m,N/A,0.16m,11th May 04,https://www.vgchartz.com/games/game.php?id=2520&region=All
EA Playground,Electronic Arts,1.29m,0.68m,0.47m,N/A,0.13m,22nd Oct 07,https://www.vgchartz.com/games/game.php?id=12349&region=All
LEGO Battles,Warner Bros. Interactive,1.29m,0.79m,0.38m,N/A,0.12m,10th Jun 09,https://www.vgchartz.com/games/game.php?id=31346&region=All
Gold's Gym: Cardio Workout,Ubisoft,1.29m,1.10m,0.04m,0.06m,0.09m,25th Mar 09,https://www.vgchartz.com/games/game.php?id=28493&region=All
Midnight Club 3: DUB Edition (America weekly sales),Rockstar Games,1.29m,1.22m,0.05m,N/A,0.01m,11th Apr 05,https://www.vgchartz.com/games/game.php?id=5351&region=All
Borderlands: The Handsome Collection,2K Games,1.28m,0.69m,0.34m,0.03m,0.22m,24th Mar 15,https://www.vgchartz.com/games/game.php?id=85113&region=All
Champions of Norrath,Sony Online Entertainment,1.28m,0.63m,0.49m,N/A,0.16m,10th Feb 04,https://www.vgchartz.com/games/game.php?id=335&region=All
Project CARS,Bandai Namco Games,1.28m,0.29m,0.76m,0.04m,0.19m,12th May 15,https://www.vgchartz.com/games/game.php?id=78627&region=All
Kid Icarus: Uprising,Nintendo,1.28m,0.48m,0.36m,0.37m,0.07m,23rd Mar 12,https://www.vgchartz.com/games/game.php?id=45683&region=All
Yakuman,Nintendo,1.28m,N/A,N/A,1.28m,0.00m,21st Apr 89,https://www.vgchartz.com/games/game.php?id=6538&region=All
Imagine: Wedding Designer,Ubisoft,1.28m,0.55m,0.59m,N/A,0.14m,04th Nov 08,https://www.vgchartz.com/games/game.php?id=25966&region=All
Need for Speed Carbon,Electronic Arts,1.28m,0.45m,0.66m,0.02m,0.15m,19th Nov 06,https://www.vgchartz.com/games/game.php?id=3907&region=All
Army Men 3D,3DO,1.28m,1.10m,0.14m,N/A,0.04m,28th Feb 99,https://www.vgchartz.com/games/game.php?id=109&region=All
Injustice: Gods Among Us,Warner Bros. Interactive Entertainment,1.28m,0.50m,0.56m,0.01m,0.21m,16th Apr 13,https://www.vgchartz.com/games/game.php?id=71002&region=All
Twisted Metal 4,989 Studios,1.28m,1.07m,0.16m,N/A,0.04m,31st Oct 99,https://www.vgchartz.com/games/game.php?id=2551&region=All
Manhunt,Rockstar Games,1.28m,0.63m,0.49m,N/A,0.16m,18th Nov 03,https://www.vgchartz.com/games/game.php?id=5318&region=All
Silent Hill 2,Konami,1.28m,0.62m,0.49m,N/A,0.16m,24th Sep 01,https://www.vgchartz.com/games/game.php?id=12685&region=All
Guitar Hero: Aerosmith,Activision,1.27m,1.03m,0.14m,N/A,0.10m,29th Jun 08,https://www.vgchartz.com/games/game.php?id=16428&region=All
The Sims 2: Nightlife,Electronic Arts,1.27m,1.22m,0.05m,N/A,N/A,13th Sep 05,https://www.vgchartz.com/games/game.php?id=6480&region=All
Castlevania: Symphony of the Night,Konami,1.27m,0.58m,0.40m,0.21m,0.08m,02nd Oct 97,https://www.vgchartz.com/games/game.php?id=327&region=All
Valkyria Chronicles,Sega,1.27m,0.71m,0.19m,0.24m,0.12m,04th Nov 08,https://www.vgchartz.com/games/game.php?id=18897&region=All
LEGO Batman: The Videogame,Warner Bros. Interactive,1.27m,0.72m,0.03m,N/A,0.52m,23rd Sep 08,https://www.vgchartz.com/games/game.php?id=19096&region=All
Road Rash,Electronic Arts,1.27m,0.71m,0.48m,N/A,0.08m,29th Dec 95,https://www.vgchartz.com/games/game.php?id=1911&region=All
Atlantis,Imagic,1.27m,1.18m,0.08m,N/A,0.01m,01st Jan 82,https://www.vgchartz.com/games/game.php?id=20153&region=All
NBA 2K9,2K Sports,1.27m,1.00m,0.16m,N/A,0.11m,07th Oct 08,https://www.vgchartz.com/games/game.php?id=24995&region=All
WWE '12,THQ,1.27m,0.74m,0.40m,0.00m,0.12m,22nd Nov 11,https://www.vgchartz.com/games/game.php?id=51582&region=All
Mystery Case Files: MillionHeir,Nintendo,1.27m,0.75m,0.39m,N/A,0.12m,08th Sep 08,https://www.vgchartz.com/games/game.php?id=24686&region=All
Tony Hawk's Underground,Activision,1.27m,0.85m,0.37m,N/A,0.05m,28th Oct 03,https://www.vgchartz.com/games/game.php?id=6514&region=All
Hogan's Alley,Nintendo,1.27m,0.68m,0.16m,0.41m,0.02m,18th Oct 85,https://www.vgchartz.com/games/game.php?id=6297&region=All
WWE '13,THQ,1.27m,0.72m,0.44m,N/A,0.11m,30th Oct 12,https://www.vgchartz.com/games/game.php?id=70836&region=All
Jillian Michaels' Fitness Ultimatum 2009,Majesco,1.27m,0.96m,0.20m,N/A,0.11m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=25896&region=All
Destiny: The Taken King,Activision,1.27m,0.91m,0.23m,N/A,0.12m,15th Sep 15,https://www.vgchartz.com/games/game.php?id=85935&region=All
.hack//Infection Part 1,Bandai,1.27m,0.49m,0.38m,0.26m,0.13m,11th Feb 03,https://www.vgchartz.com/games/game.php?id=2&region=All
EA Sports Active 2,Electronic Arts,1.27m,0.76m,0.40m,N/A,0.11m,16th Nov 10,https://www.vgchartz.com/games/game.php?id=45637&region=All
Need for Speed Rivals,Electronic Arts,1.27m,0.33m,0.69m,0.05m,0.19m,19th Nov 13,https://www.vgchartz.com/games/game.php?id=72239&region=All
Sonic Adventure DX: Director's Cut,Sega,1.27m,0.87m,0.30m,0.06m,0.03m,18th Jun 03,https://www.vgchartz.com/games/game.php?id=2103&region=All
Jet Li: Rise to Honor,Sony Computer Entertainment,1.27m,0.62m,0.48m,N/A,0.16m,17th Feb 04,https://www.vgchartz.com/games/game.php?id=1074&region=All
Battle Arena Toshinden,Sony Computer Entertainment,1.27m,0.39m,0.26m,0.53m,0.08m,09th Sep 95,https://www.vgchartz.com/games/game.php?id=2885&region=All
Rockstar Games presents Table Tennis,Rockstar Games,1.26m,0.39m,0.73m,N/A,0.15m,15th Oct 07,https://www.vgchartz.com/games/game.php?id=12294&region=All
Devil Dice,THQ,1.26m,0.05m,0.03m,1.10m,0.08m,30th Jun 98,https://www.vgchartz.com/games/game.php?id=4759&region=All
LEGO Harry Potter: Years 5-7,Warner Bros. Interactive,1.26m,0.70m,0.44m,N/A,0.12m,11th Nov 11,https://www.vgchartz.com/games/game.php?id=51292&region=All
Hyrule Warriors,Nintendo,1.26m,0.59m,0.44m,0.13m,0.10m,26th Sep 14,https://www.vgchartz.com/games/game.php?id=77879&region=All
Brian Lara Cricket,Codemasters,1.26m,0.02m,1.13m,0.01m,0.10m,01st Dec 98,https://www.vgchartz.com/games/game.php?id=6200&region=All
Championship Manager 03/04,Eidos Interactive,1.26m,N/A,1.15m,N/A,0.11m,20th Mar 03,https://www.vgchartz.com/games/game.php?id=6203&region=All
Tamagotchi Connection: Corner Shop,Bandai,1.26m,0.10m,0.02m,1.12m,0.01m,31st Jan 06,https://www.vgchartz.com/games/game.php?id=6924&region=All
Super Mario 64 DS,Nintendo,1.26m,0.01m,0.00m,1.25m,N/A,20th Nov 04,https://www.vgchartz.com/games/game.php?id=2279&region=All
Tomb Raider: Underworld,Eidos Interactive,1.26m,0.45m,0.55m,0.05m,0.21m,18th Nov 08,https://www.vgchartz.com/games/game.php?id=21884&region=All
Wheel of Fortune,Hasbro Interactive,1.26m,0.99m,0.22m,N/A,0.04m,15th Dec 98,https://www.vgchartz.com/games/game.php?id=5982&region=All
Football Manager 2011,Sega,1.26m,N/A,1.01m,N/A,0.24m,09th Nov 10,https://www.vgchartz.com/games/game.php?id=43886&region=All
SOCOM: U.S. Navy SEALs Confrontation,Sony Computer Entertainment,1.26m,0.94m,0.17m,0.02m,0.14m,14th Oct 08,https://www.vgchartz.com/games/game.php?id=26690&region=All
Far Cry 4,Ubisoft,1.26m,0.35m,0.63m,0.09m,0.19m,18th Nov 14,https://www.vgchartz.com/games/game.php?id=82097&region=All
Kung Fu Panda,Activision,1.26m,0.56m,0.56m,N/A,0.14m,03rd Jun 08,https://www.vgchartz.com/games/game.php?id=17049&region=All
Assassin's Creed: Bloodlines,Ubisoft,1.26m,0.43m,0.50m,0.05m,0.28m,17th Nov 09,https://www.vgchartz.com/games/game.php?id=35187&region=All
Tales of Xillia,Namco Bandai Games,1.25m,0.29m,0.20m,0.67m,0.10m,06th Aug 13,https://www.vgchartz.com/games/game.php?id=48676&region=All
NBA Live 2001,EA Sports,1.25m,0.70m,0.47m,N/A,0.08m,16th Oct 00,https://www.vgchartz.com/games/game.php?id=1530&region=All
Persona 4 Golden,Atlus,1.25m,0.37m,0.29m,0.39m,0.21m,20th Nov 12,https://www.vgchartz.com/games/game.php?id=62901&region=All
Star Wars: The Force Unleashed,LucasArts,1.25m,0.49m,0.00m,0.01m,0.75m,16th Sep 08,https://www.vgchartz.com/games/game.php?id=13962&region=All
Combat,Atari,1.25m,1.17m,0.07m,N/A,0.01m,01st Jan 77,https://www.vgchartz.com/games/game.php?id=19696&region=All
Kingdom Hearts HD II.5 ReMIX,Square Enix,1.25m,0.52m,0.36m,0.19m,0.18m,02nd Dec 14,https://www.vgchartz.com/games/game.php?id=83195&region=All
Dragon Ball: Daimaou Fukkatsu,Bandai,1.25m,N/A,N/A,1.25m,0.00m,12th Aug 88,https://www.vgchartz.com/games/game.php?id=6242&region=All
Gegege no Kitarou 2: Youkai Gundan no Chousen,Bandai,1.25m,N/A,N/A,1.25m,0.00m,22nd Dec 87,https://www.vgchartz.com/games/game.php?id=6276&region=All
Reel Fishing,Natsume,1.25m,0.99m,0.13m,0.10m,0.04m,31st Mar 98,https://www.vgchartz.com/games/game.php?id=1873&region=All
Need for Speed: Most Wanted,Electronic Arts,1.25m,1.00m,0.13m,0.02m,0.10m,16th Nov 05,https://www.vgchartz.com/games/game.php?id=3910&region=All
Pokémon XD: Gale of Darkness,Nintendo,1.25m,0.71m,0.19m,0.31m,0.03m,28th Sep 05,https://www.vgchartz.com/games/game.php?id=1770&region=All
Tom Clancy's Rainbow Six: Vegas,Ubisoft,1.25m,0.47m,0.53m,0.03m,0.22m,26th Jun 07,https://www.vgchartz.com/games/game.php?id=6843&region=All
Black,Electronic Arts,1.25m,1.01m,0.04m,0.03m,0.16m,28th Feb 06,https://www.vgchartz.com/games/game.php?id=2912&region=All
